,sentiment,occurences,sentimentsSummary,sentimentEdges,score
much bug,"[0.2, 0.2]",2,[0.2 0.2 0.2],0.2,0.8956261105940031
nice man,"[0.6, 0.6]",2,[0.6 0.6 0.6],0.6,0.7884504466669182
other 5.1 roms,"[0.0625, -0.125]",2,[-0.0781 -0.0312  0.0156],-0.078125,0.8396934294131012
stock rom,"[0.0, 0.3022727272727273]",2,[0.0756 0.1511 0.2267],0.2267045454545455,0.7662481192516102
