,sentiment,occurences,sentimentsSummary,sentimentEdges,score
other signals,"[0.1875, 0.040178571428571425]",2,[0.077  0.1138 0.1507],0.15066964285714285,0.75313359731832
previous post,"[-0.16666666666666666, 0.26666666666666666, 0.16666666666666669, -0.16666666666666666, -0.16666666666666666]",5,[-0.1667 -0.1667  0.1667],0.16666666666666669,1.6748172975637978
