,sentiment,occurences,sentimentsSummary,sentimentEdges,score
1 amp charger,"[0.2, 0.2]",2,[0.2 0.2 0.2],0.2,0.7517054238674286
1 inch,"[0.0, 0.15, 0.0, 0.0]",4,[0.     0.     0.0375],0.0375,0.8160778295111797
12 MP camera,"[0.0, 0.5, 0.25]",3,[0.125 0.25  0.375],0.375,0.7982082096237185
12 mp,"[0.0, -0.16666666666666666, 0.0]",3,[-0.0833  0.      0.    ],-0.08333333333333333,0.7982082096237185
128 GB storage,"[-0.03125, 0.0]",2,[-0.0234 -0.0156 -0.0078],-0.0234375,0.7734978421270414
140 mm,"[1.0, 0.04722222222222222, 0.0]",3,[0.0236 0.0472 0.5236],0.5236111111111111,0.631192215413311
148.9 mm,"[0.0, 0.0, 0.01026278409090909, 0.01026278409090909]",4,[0.     0.0051 0.0103],0.01026278409090909,0.7964758978538852
16 gb,"[0.0, 0.0, 0.5]",3,[0.   0.   0.25],0.25,0.8575555115685283
16:9 aspect ratio,"[0.0, 0.0, 0.2]",3,[0.  0.  0.1],0.1,0.9827048361597285
20 apps,"[0.009999999999999995, 0.0]",2,[0.0025 0.005  0.0075],0.007499999999999996,0.6103506053928607
21st april,"[-0.09999999999999999, -0.09999999999999999, 0.0]",3,[-0.1  -0.1  -0.05],-0.09999999999999999,0.8464339079673358
256 GB,"[0.0, 0.3333333333333333, -0.10416666666666666]",3,[-0.0521  0.      0.1667],0.16666666666666666,0.8575555115685283
256 gb,"[0.0, 0.15, 0.4294270833333333]",3,[0.075  0.15   0.2897],0.28971354166666663,0.8575555115685283
2k display,"[0.06666666666666667, 0.0, -0.045606060606060594]",3,[-0.0228  0.      0.0333],0.03333333333333333,0.6158474389937951
3.5 mm,"[0.234375, -0.025, 0.0, -0.4, 0.0]",5,[-0.025  0.     0.   ],-0.025,0.9246798820637865
3.5 mm Jack headphones,"[0.6103515625, 0.234375, 0.0, -0.95367431640625]",4,[-0.2384  0.1172  0.3284],0.328369140625,1.8997013548732382
3.5 mm jack,"[0.5, 0.0, -0.225, 0.0, 0.0, -0.6, 0.04999999999999999]",7,[-0.1125  0.      0.025 ],-0.1125,1.8309077604121877
3000 MAH battery,"[-0.21666666666666667, 0.0]",2,[-0.1625 -0.1083 -0.0542],-0.1625,0.8656319968245754
3000 mAH battery,"[0.0, 0.775]",2,[0.1938 0.3875 0.5812],0.58125,0.8656319968245754
3000 mAh battery,"[0.24166666666666664, -0.023809523809523808, 0.08333333333333333, 0.4, 0.4, 0.0, 0.05555555555555556, 0.0, 0.0]",9,[0.     0.0556 0.2417],0.24166666666666664,2.743988508782654
3000 mah,"[0.0, 0.0, 0.5, 0.5, -0.4, 0.0, 0.0, 0.31666666666666665, 0.0, 0.25, 0.0, -0.5, 0.0]",13,[0.   0.   0.25],0.25,1.6263860245912218
