,comments,created_time,id,likes,link,message,shares,type
0,0,2016-09-22T21:33:09+0000,559086810778560_1326478347372732,8,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1326478347372732/?type=3,"Beautifully designed Astro 5s
#MaxwestTelecom #Astro5s",1,photo
1,1,2016-09-21T23:01:14+0000,559086810778560_1325698984117335,14,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1325698984117335/?type=3,"The Beautiful Astro 5s. 
#MaxwestTelecom #Astro5s",3,photo
2,1,2016-09-21T22:48:44+0000,559086810778560_1325689014118332,9,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1325689014118332/?type=3,"With its 16GB Internal memory and its Quad Core Processor, enjoy a Hassle free device with the Astro Phablet 9.
#MaxwestTelecom #MediaTek #QuadCore  #AstroPhablet9",1,photo
3,1,2016-09-21T22:31:00+0000,559086810778560_1325683287452238,7,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1325683287452238/?type=3,"The New Nitro 4 is in! Pick from 4 beautiful colors Black, White, Blue or Pink!
#MaxwestTelecom #Nitro4",2,photo
4,0,2016-09-06T23:22:26+0000,559086810778560_1313096012044299,6,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1313096012044299/?type=3,"1 Day until The CTIA Show Begins! Stop by our booth 1343 and see all the new models we will be coming out with!
#MaxwestTelecom #CTIA2016",1,photo
5,0,2016-09-02T16:58:19+0000,559086810778560_1308822632471637,16,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1308822632471637/?type=3,"Come See us At the CTIA Show in Las Vegas, Nevada! See our new models like the Astro 5s.
#MaxwestTelecom #CTIA #Astro5s",1,photo
6,0,2016-08-04T18:00:00+0000,559086810778560_1281164755237425,12,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1281164755237425/?type=3,"Nitro X5, Great for all occasions
#MaxwestTelecom #NitroX5 #All",1,photo
7,2,2016-08-03T18:00:00+0000,559086810778560_1281138938573340,11,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1281138938573340/?type=3,"Let the Beat drop with the Gravity 5.5 LTE.
#MaxwestTelecom #Gravity55LTE #Music",2,photo
8,2,2016-07-31T18:00:00+0000,559086810778560_1281005128586721,11,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1281005128586721/?type=3,"Enjoy the Beautiful QHD IPS Screen of the Gravity 5.5 LTE
#MaxwestTelecom #Gravity55LTE #LTE #IPS #QHD.",1,photo
9,1,2016-07-23T17:09:12+0000,559086810778560_1276622495691651,21,https://www.facebook.com/Maxwest.Telecom/photos/a.559092130778028.1073741828.559086810778560/1276622495691651/?type=3,"Go Full Speed with the Gravity 5.5 LTE
#MaxwestTelecom #Gravity55LTE #LTE #Full #Speed",2,photo
