,comments,created_time,id,likes,link,message,shares,type
0,7,2017-12-31T05:30:27+0000,221475991242651_1617183868338516,351,https://www.facebook.com/lavamobiles/videos/1617183868338516/,"Get a blurred background in the professional style with a fraction of the effort with Dual Bokeh on the front & back cameras of the Lava Z80 at only Rs.9000: https://buff.ly/2Cnt659
Covered under the #LavaMoneyBackGarauntee",49,video
1,10,2017-12-30T05:30:21+0000,221475991242651_1616299258426977,473,https://www.facebook.com/lavamobiles/videos/1616299258426977/,Capture your pictures in high clarity with Lava Z70’s 8MP rear camera with Auto-Focus. Get it now at Rs.8000. https://buff.ly/2CnnoQG,65,video
2,37,2017-12-29T10:51:54+0000,221475991242651_1615549075168662,1399,https://www.facebook.com/lavamobiles/videos/1615549075168662/,Get work done faster with the Lava Z70's 2GB RAM. Multitask quickly and with ease on your Lava Z70 as you switch from window to window. bit.ly/LavaZ70,136,video
3,7,2017-12-28T09:08:48+0000,221475991242651_1614604618596441,218,https://www.facebook.com/lavamobiles/videos/1614604618596441/,"Your pictures will never again be blurry. With the Lava Z70's 5MP front camera and 8MP rear camera, capture every moment clearer and sharper. bit.ly/LavaZ70. Covered under the #LavaMoneyBackChallenge",28,video
4,11,2017-12-25T05:30:18+0000,221475991242651_1611737772216459,574,https://www.facebook.com/lavamobiles/videos/1611737772216459/,Happy Holidays from our family to yours - Team Lava,139,video
5,8,2017-12-24T05:30:21+0000,221475991242651_1610689322321304,212,https://www.facebook.com/lavamobiles/videos/1610689322321304/,"Keep those precious memories close at hand. Store more pictures, songs and files with the Z60’s 16GB storage. bit.ly/LavaZ60  Covered under the #LavaMoneyBackChallenge",32,video
6,30,2017-12-23T05:30:23+0000,221475991242651_1609780755745494,1341,https://www.facebook.com/lavamobiles/videos/1609780755745494/,"Have multiple apps open on your phone and still function smoothly. With 3GB RAM, the Z80 will keep up with your busy lifestyle. https://buff.ly/2BQZRYe  Covered under the #LavaMoneyBackChallenge",163,video
7,73,2017-12-22T10:09:04+0000,221475991242651_1609063965817173,9378,https://www.facebook.com/lavamobiles/photos/a.226154277441489.54855.221475991242651/1609063965817173/?type=3,"Feel the elegance of a 2.5D Curved Display in your hands with the new Lava Z60. Make this stylish smartphone yours at just Rs.5500: bit.ly/LavaZ60
Covered under the #LavaMoneyBackChallenge.",248,photo
8,8,2017-12-20T05:27:39+0000,221475991242651_1607051099351793,511,http://www.lavamobiles.com/money-back-challenge,Few more days to go! Have you taken the challenge yet?,77,link
9,31,2017-12-06T10:09:14+0000,221475991242651_1593509427372627,475,https://www.facebook.com/lavamobiles/videos/1593509427372627/,"Need to check mails, reply to messages, play music and answer phone calls at the same time? Lava’s Z90 will ensure you get it all done quickly and smoothly with its 3GB RAM. bit.ly/LavaZ90",58,video
