,comments,created_time,id,likes,link,message,shares,type
0,12,2016-06-30T12:11:48+0000,667856179978226_963610803736094,53,https://goo.gl/X6lwdM,Even Priceprice joins the list of #Yunicorn’s admirers. Buy now: http://goo.gl/X6lwdM,1,link
1,24,2016-06-30T07:21:39+0000,667856179978226_963503633746811,13293,https://goo.gl/X6lwdM,Colors come to life with the ultimate picture quality & MiraVision engines of #Yunicorn. Buy now: http://goo.gl/X6lwdM,9,link
2,25,2016-06-29T13:04:07+0000,667856179978226_963083103788864,10096,https://goo.gl/X6lwdM,"Powered by the 64-bit MediaTek Helio P10 octa-core processor, #Yunicorn delivers spectacular power efficiency for the ultimate gaming experience. Buy now: http://goo.gl/X6lwdM",10,link
3,17,2016-06-29T06:15:07+0000,667856179978226_962950620468779,11717,https://goo.gl/X6lwdM,"Never run out of entertainment as #Yunicorn comes with a marathon 4000mAH battery. Stream your favourite videos anytime, anywhere. Buy now: http://goo.gl/X6lwdM",5,link
4,21,2016-06-28T12:40:01+0000,667856179978226_962489927181515,11576,https://goo.gl/X6lwdM,Robin Sinha from TOI Tech quotes #Yunicorn as YU Mobiles' best smartphone till date. Buy now: http://goo.gl/X6lwdM,18,link
5,44,2016-06-28T05:41:28+0000,667856179978226_962322300531611,14435,https://goo.gl/X6lwdM,"#Yunicorn's 13MP rear camera comes with HDR to improve image clarity, thus, giving sharp images.
Buy now: http://goo.gl/X6lwdM",18,link
6,15,2016-06-27T13:26:39+0000,667856179978226_961938763903298,5500,https://goo.gl/X6lwdM,"When choosing a smartphone with good design and a solid battery life, Indian Express quotes #Yunicorn as an apt choice. Buy now: http://goo.gl/X6lwdM",10,link
7,29,2016-06-27T05:48:46+0000,667856179978226_961786260585215,14210,https://goo.gl/X6lwdM,Capture your favourite people and their lovely expressions with #Yunicorn’s 5MP front camera. Buy now: http://goo.gl/X6lwdM,7,link
8,33,2016-06-26T03:30:01+0000,667856179978226_960937217336786,11724,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/960937217336786/?type=3,YU Mobiles brings you ‘Neerja’ - An incredible story of grit & determination. Watch it today on Star Gold!,5,photo
9,58,2016-06-25T11:30:00+0000,667856179978226_960633237367184,24590,https://goo.gl/X6lwdM,ET reasserts #Yunicorn as the best smartphone from YU Televentures Pvt. Ltd. till date. Buy now: http://goo.gl/X6lwdM,44,link
10,125,2016-06-24T10:31:40+0000,667856179978226_960128964084278,52737,https://goo.gl/X6lwdM,#Yunicorn’s 5.5” Full HD screen showcases an array of gorgeous and enhanced colours. Buy now: http://goo.gl/X6lwdM,83,link
11,82,2016-06-23T12:57:43+0000,667856179978226_959609867469521,73720,http://www.yuplaygod.com/yuplaymusic,"Strike the right note and celebrate World Music Week, with us. Discover and stream great music on gaana.com and get the nation grooving on 94.3 RadioOne. #YUPlayMusic",32,link
12,26,2016-06-23T04:38:25+0000,667856179978226_959394464157728,136,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/959394464157728/?type=3,"Share your favourite English track in the comment section below with #YUPlayMusic, your city name and we will play your request on 94.3 RadioOne. Celebrate World Music Week with us and also get a chance to win Dominos vouchers.",3,photo
13,24,2016-06-22T12:45:00+0000,667856179978226_958936367536871,14844,https://goo.gl/X6lwdM,It’s all about how a user connects to the phone. The experience and the feel i.e.. ET confirms that! Buy now: http://goo.gl/X6lwdM,27,link
14,41,2016-06-22T08:10:00+0000,667856179978226_958838260880015,15423,https://goo.gl/X6lwdM,"#Yunicorn comes with steroid launcher, premium looks & features unlike any other Android. Buy now: http://goo.gl/X6lwdM",22,link
15,28,2016-06-21T11:30:00+0000,667856179978226_958154967615011,2323,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/958154967615011/?type=3,"The nation is already grooving to the sound of #YuPlayMusic. Make sure you groove too. Request your favorite English song here, with your city name and your song could be playing on 94.3 RadioOne with your name!",7,photo
16,59,2016-06-21T06:58:51+0000,667856179978226_958218640941977,3935,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/958218640941977/?type=3,"Have you shared your favourite English track with us yet? Share it in the comments below with #YuPlayMusic, your city name and someone you would like to dedicate it to. We’ll play your request and mention you too. Join the music fiesta!",9,photo
17,23,2016-06-21T05:30:00+0000,667856179978226_958159204281254,3647,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/958159204281254/?type=3,"Have you shared your favorite English track with us yet? Share it in the comments below with #YuPlayMusic, your city name and someone you would like to dedicate it to. We’ll play your request on 94.3 RadioOne and mention you too. Join the music fiesta!",7,photo
18,44,2016-06-21T02:03:20+0000,667856179978226_958139340949907,10295,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/958139340949907/?type=3,"It’s world music day today! And, we are celebrating it like never before. Tell us an English song of your choice with #YuPlayMusic, your city & we will play it exclusively for you on 94.3 RadioOne.",32,photo
19,43,2016-06-20T05:30:00+0000,667856179978226_957414074355767,18725,https://goo.gl/X6lwdM,"Not just for the tech specs, but the #Yunicorn gets complimented for its looks as well. Buy now: http://goo.gl/X6lwdM",31,link
20,46,2016-06-19T07:35:26+0000,667856179978226_957113514385823,14897,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/957113514385823/?type=3,You can make your father happy by gifting him a Yunicorn. Buy it here: http://goo.gl/X6lwdM. #HappyFathersDay #Yunicorn4Dad,11,photo
21,45,2016-06-19T07:21:05+0000,667856179978226_957089464388228,14749,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/957089464388228/?type=3,Difficult to find a gift for your father? Here’s our advice! Buy Yunicorn: http://goo.gl/X6lwdM #HappyFathersDay #Yunicorn4Dad,92,photo
22,23,2016-06-19T05:22:44+0000,667856179978226_957073814389793,14699,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/957073814389793/?type=3,Here’s why you should gift your father a #Yunicorn. Buy it now: http://goo.gl/X6lwdM #HappyFathersDay #Yunicorn4Dad,21,photo
23,60,2016-06-18T12:00:00+0000,667856179978226_956646914432483,15823,https://goo.gl/X6lwdM,#Yunicorn's 13MP camera comes with the world’s first TrueBright ISP engine and enhanced colour resolution. Buy now: http://goo.gl/X6lwdM,27,link
24,31,2016-06-18T05:30:00+0000,667856179978226_956217834475391,759,https://www.facebook.com/yuplaygod/videos/956217834475391/,"Augment your productivity with #Yunicorn’s massive 4000mAh battery, that keeps on going for 4 full days straight. Buy now: http://goo.gl/X6lwdM",20,video
25,11,2016-06-17T13:24:08+0000,667856179978226_956116014485573,9055,https://goo.gl/X6lwdM,"With a 0.2 sec focus, capture rapid shots at ease with the super-fast PDAF in #Yunicorn. Buy now: http://goo.gl/X6lwdM",10,link
26,38,2016-06-17T07:14:36+0000,667856179978226_955974104499764,12226,https://goo.gl/X6lwdM,"16GB phones are old news. #Yunicorn comes with an extensive 32GB ROM, expandable with a microSD card; redefining the way you store your favourite apps, music, photos and games. 
Buy now: http://goo.gl/X6lwdM",24,link
27,22,2016-06-16T13:44:24+0000,667856179978226_955551241208717,18752,https://goo.gl/X6lwdM,"The Indian Express acclaims #Yunicorn as a 'great option’ amongst the other smartphones in the segment.
Buy now: http://goo.gl/X6lwdM",32,link
28,24,2016-06-16T06:25:49+0000,667856179978226_955374761226365,535,https://www.facebook.com/yuplaygod/videos/955374761226365/,Save the time and the hassle of downloading and browsing through multiple apps with #AroundYU. Buy now: http://goo.gl/X6lwdM,8,video
29,13,2016-06-15T14:51:22+0000,667856179978226_955051564592018,6283,https://goo.gl/X6lwdM,The new #Yunicorn has redefined flagship amongst smartphones in the market. Buy now: http://goo.gl/X6lwdM,4,link
30,40,2016-06-15T03:30:00+0000,667856179978226_954598011304040,12114,https://goo.gl/X6lwdM,"Missed out on catching the #Yunicorn in the flash sale? Well, #Yunicorn is up for grabs in the open sale now! Get yours now! http://goo.gl/X6lwdM",23,link
31,9,2016-06-14T10:02:08+0000,667856179978226_954398071324034,179,https://www.facebook.com/yuplaygod/videos/954398071324034/,And it's happened again! #Yunicorn gets sold out one more time.,2,video
32,7,2016-06-14T08:36:49+0000,667856179978226_954359887994519,51,https://goo.gl/X6lwdM,This is your chance to get hands on the all new #Yunicorn. Flash sale is open! Buy now: http://goo.gl/X6lwdM,1,link
33,11,2016-06-14T03:30:00+0000,667856179978226_954046211359220,5859,https://goo.gl/X6lwdM,Register for #Yunicorn on Flipkart before time runs out. Flash sale starts at 2 PM! Register now: http://goo.gl/X6lwdM,5,link
34,20,2016-06-13T12:01:25+0000,667856179978226_953886034708571,296,https://www.facebook.com/yuplaygod/videos/953886034708571/,"Experience Yunicorn’s DTS Audio with dynamic volume levelling, automatic bass management and multiple filter types, all taking you a step closer to audio nirvana. Register now: http://goo.gl/X6lwdM",15,video
35,8,2016-06-13T07:02:26+0000,667856179978226_953783984718776,350,https://www.facebook.com/yuplaygod/videos/953783984718776/,"YU Cloud enables you to back up contacts, SMS, call logs, settings and Whatsapp data. #Yunicorn
Register now: http://goo.gl/X6lwdM",5,video
36,20,2016-06-12T11:30:00+0000,667856179978226_951726014924573,13379,https://goo.gl/ZNzTff,TechPP features #Yunicorn in its latest review; praises about the power-packed performance at a remarkable price. Register now: http://goo.gl/ZNzTff,19,link
37,21,2016-06-12T05:30:00+0000,667856179978226_951721174925057,14393,https://goo.gl/ZNzTff,We’ve redefined the way you shop! Get Rs. 400/- cash with the integrated YU wallet in your #Yunicorn.Register now: http://goo.gl/ZNzTff,17,link
38,26,2016-06-11T11:30:01+0000,667856179978226_952603644836810,2437,http://bit.ly/25QXJIk,"To save battery power, enable the easy readability of an eBook or browse the web at a swift rate, activate the monochrome mode on #Yunicorn Register now: http://bit.ly/25QXJIk",18,link
39,21,2016-06-11T07:02:08+0000,667856179978226_952631164834058,383,https://www.facebook.com/yuplaygod/videos/952631164834058/,Who loves it? They love it! Who are they? They are the ones who are redefining love with #Yunicorn. Read. See. Love. Buy. Now! http://bit.ly/22ZVwsk,12,video
40,28,2016-06-11T05:30:00+0000,667856179978226_951718931591948,16706,https://goo.gl/ZNzTff,The 5.5” Full HD marvel has within itself an array of gorgeous and enhanced colours that make your viewing experience phenomenal. Register now: http://goo.gl/ZNzTff,26,link
41,58,2016-06-10T12:30:00+0000,667856179978226_952100844887090,2818,https://www.facebook.com/yuplaygod/videos/952100844887090/,One chance gone? Worried? Don’t! Flip. Flip Kart. For #Yunicorn @Flipkart on 14th June. Watch. Learn. Register. Now! http://bit.ly/25QXJIk,119,video
42,14,2016-06-10T11:30:01+0000,667856179978226_951759428254565,1768,https://goo.gl/ZNzTff,"Experience unmatched image quality with #Yunicorn, thanks to MiraVision engine. 
Register now: http://goo.gl/ZNzTff",8,link
43,34,2016-06-10T05:30:00+0000,667856179978226_951713874925787,16336,https://goo.gl/ZNzTff,"With a powerful dual-core 64-bit Mali-T860 graphics core, #Yunicorn enhances image rendering & multimedia display. That means, an amazing gaming experience, always. Register now: http://goo.gl/ZNzTff",27,link
44,9,2016-06-09T14:38:05+0000,667856179978226_951627774934397,88,https://www.facebook.com/yuplaygod/videos/951627774934397/,"Do you know when #Yunicorn's flash sale begins? Flipkart does! Go, register now: http://goo.gl/ZNzTff",3,video
45,38,2016-06-09T05:11:43+0000,667856179978226_951408244956350,13021,https://goo.gl/ZNzTff,"Built to perfection, #Yunicorn comes with a MediaTek Helio P10 octa-core processor that provides spectacular power efficiency. Register now: http://goo.gl/ZNzTff",22,link
46,42,2016-06-08T14:49:24+0000,667856179978226_951070921656749,2372,https://goo.gl/ZNzTff,"The Economic Times reviews #Yunicorn; lauds its performance and unique software offerings, which lead it a competitive edge over its rivals in the segment. Register now: http://goo.gl/ZNzTff",18,link
47,35,2016-06-08T05:37:12+0000,667856179978226_950860695011105,21111,https://goo.gl/r6te5S,"With 2.5D glass for seamless round edges and metal unibody design, experience the terrific fusion of style and performance in the all-new #Yunicorn.
Register now: http://goo.gl/r6te5S",30,link
48,20,2016-06-07T15:04:37+0000,667856179978226_950477875049387,10178,https://goo.gl/QIksLV,"Not just a looker, but specifications and affordability to boast of too! CNET praises #Yunicorn in its latest review.
Register now: http://goo.gl/QIksLV",6,link
49,18,2016-06-07T12:31:44+0000,667856179978226_950410035056171,289,https://www.facebook.com/yuplaygod/videos/950410035056171/,"All stock out! Were you able to buy your #Yunicorn? If not, your next chance is on 14-06-2016! To register: http://goo.gl/qo9aOF",8,video
50,14,2016-06-07T06:12:52+0000,667856179978226_950289821734859,78,https://goo.gl/72rL5a,"Registration closes at 1 PM today. The time is ticking away! Register now to own the all new #Yunicorn. #FlagshipRedefined 
http://goo.gl/72rL5a",1,link
51,27,2016-06-06T13:08:23+0000,667856179978226_949908908439617,15390,https://goo.gl/WRvzM3,"The Times of India calls #Yunicorn an ‘Overall Package’, ‘Attractive’ and praises its ‘under the hood specifications’. The registration ends tomorrow at 1 PM. Register now! Hurry! http://goo.gl/WRvzM3",29,link
52,29,2016-06-06T05:30:00+0000,667856179978226_949720478458460,333,https://www.facebook.com/yuplaygod/videos/949720478458460/,"Your security is now at your fingertips; quite literally! #Yunicorn unlocks in just 0.2 seconds!
Register now: http://goo.gl/cZNg6b",19,video
53,25,2016-06-05T11:30:00+0000,667856179978226_949196628510845,483,https://www.facebook.com/yuplaygod/videos/949196628510845/,It’s a pixel party! #Yunicorn’s 5.5” FHD screen makes everything look better than you’ve ever seen. Register now: http://goo.gl/Jyrpl1,24,video
54,38,2016-06-05T05:30:00+0000,667856179978226_949194511844390,687,https://www.facebook.com/yuplaygod/videos/949194511844390/,The mighty #Yunicorn has no match. It has taken things to a new level entirely. Register now: http://goo.gl/KIVwVp,25,video
55,77,2016-06-04T11:30:00+0000,667856179978226_948699068560601,26014,https://goo.gl/vMHC7m,"The all-new #Yunicorn takes only 0.2 seconds to unlock, making it the fastest fingerprint sensor ever! Register now: http://goo.gl/vMHC7m",110,link
56,33,2016-06-04T05:51:24+0000,667856179978226_948683121895529,684,https://www.facebook.com/yuplaygod/videos/948683121895529/,"Everything is within your reach! #Yunicorn's Steroid Launcher, with its incredible user experience, is truly the purest form of Stock Android. Register now: http://goo.gl/rNQVre",21,video
57,39,2016-06-03T11:33:04+0000,667856179978226_948282885268886,552,https://www.facebook.com/yuplaygod/videos/948282885268886/,So what's the #Yunicorn? It's the phone you're looking at! Watch. Learn. Register. Now! http://goo.gl/m27j35,28,video
58,33,2016-06-03T07:35:57+0000,667856179978226_948198188610689,19447,https://goo.gl/m27j35,"Get your hands on the jaw-dropping speed and monster storage with all new #Yunicorn, equipped with 4GB RAM. Register now: http://goo.gl/m27j35",25,link
59,53,2016-06-02T11:39:27+0000,667856179978226_947643951999446,8033,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/947643951999446/?type=3,"Hey, tweeps! Before time runs out, register for our flash sale and get your hands on #Yunicorn: http://goo.gl/JcFNrD",34,photo
60,49,2016-06-02T08:08:28+0000,667856179978226_947521272011714,7213,https://goo.gl/Igpdd3,"For those who are unstoppable, #Yunicorn brings forth a marathon battery, enough to run for 4 days straight.
Register now: http://goo.gl/Igpdd3",27,link
61,51,2016-06-01T13:50:44+0000,667856179978226_947029552060886,8557,https://goo.gl/5YBTb0,"Varun Krishnan, Editor-in-chief, FoneArena, calls Yunicorn’s pricing as ‘Crazy Good’. Register to get your #Yunicorn now! 
http://goo.gl/5YBTb0",44,link
62,25,2016-06-01T12:06:07+0000,667856179978226_946976722066169,207,https://www.facebook.com/yuplaygod/videos/946976722066169/,"Reflecting holistic premiumness in every angle, #Yunicorn is rewriting the rules of craftsmanship and ergonomics. Register now: http://goo.gl/5YBTb0",13,video
63,141,2016-06-01T04:30:00+0000,667856179978226_946568015440373,22666,https://goo.gl/5YBTb0,Get your hands on #Yunicorn's 'Power of 4' and experience the marvel in the palm of your hand! Register for our FLASH SALE now: http://goo.gl/5YBTb0,191,link
64,51,2016-05-31T12:52:56+0000,667856179978226_946417352122106,485,https://goo.gl/f8lUAu,"#RedefineFlagship with #Yunicorn; a smartphone with remarkable features at an unbelievable price. Get yours now!
Register Now: http://goo.gl/f8lUAu",23,link
65,53,2016-05-31T06:30:00+0000,667856179978226_946040645493110,5849,https://www.facebook.com/yuplaygod/photos/a.679118308852013.1073741828.667856179978226/946040645493110/?type=3,The moment we've all been waiting for is here! The much-awaited Yunicorn is about to be unveiled in all its glory. Behold the spectacle as it unfolds on our live webcast: https://goo.gl/djPttw,37,photo
66,776,2016-05-31T06:16:06+0000,667856179978226_946267425470432,729,https://www.facebook.com/yuplaygod/videos/946267425470432/,"We present to you a phone that is apex amongst its competitors and has redefined flagships, #Yunicorn.",38,video
