,comments,created_time,id,likes,link,message,shares,type
0,37,2017-06-30T10:12:47+0000,35313373389_10155482918738390,2158,https://www.facebook.com/sonymobile/videos/10155482918738390/,"There’s drama, and then there’s 960-frames-per-second-drama.

Brace yourself for the world’s first Super slow motion video in a smartphone, with #Xperia XZ Premium: http://bit.ly/FB-XZPremiumCampaign13",48,video
1,38,2017-06-29T12:15:02+0000,35313373389_10155479513303390,3891,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155479513303390/?type=3,"Spider-Man’s swinging onto the big screen – and onto your Xperia, too.

This brand new theme is yours on Xperia Lounge: http://bit.ly/FB-XLSpiderman",72,photo
2,86,2017-06-29T08:48:20+0000,35313373389_10155479028588390,4924,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155479028588390/?type=3,"With its impressive 23MP camera, take your best shots with Xperia XA1 Ultra. http://bit.ly/FB-XperiaXA1Ultra-Camera",86,photo
3,51,2017-06-28T15:46:02+0000,35313373389_10155476370753390,3411,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155476370753390/?type=3,"Our interactive projector Xperia Touch is designed for the entire family…even your cat! 

From green lasers to fluttering butterflies, learn how the Cat Alone app has moved things on from a ball of string: http://bit.ly/FB-PRCats",89,photo
4,20,2017-06-28T11:53:04+0000,35313373389_10155475546448390,1866,https://www.facebook.com/sonymobile/videos/10155475546448390/,"Super slow motion reveals the magic behind any moment. Just like this.

See what makes #Xperia XZ Premium such a showstopper: http://bit.ly/FB-XZPremiumCampaign12",25,video
5,294,2017-06-27T08:35:48+0000,35313373389_10155470840193390,8350,https://www.facebook.com/sonymobile/videos/10155470840193390/,Xperia XZ Premium in Bronze Pink is a true reflection of beautiful design.,209,video
6,60,2017-06-26T14:48:01+0000,35313373389_10155468246438390,5233,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155468246438390/?type=3,"Caught by surprise? Don’t worry, Predictive Capture always saw it coming.

Check out how #Xperia XZ Premium keeps you ahead of the action: http://bit.ly/FB-XZPremiumCampaign11",94,photo
7,15,2017-06-26T11:27:43+0000,35313373389_10155467725608390,1234,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155467725608390/?type=3,"This pair of Manny Pacquiao’s boxing gloves, signed by the man himself, could now be yours. Enter the ring on Xperia Lounge: http://bit.ly/XL-FBMannyGloves",23,photo
8,20,2017-06-25T16:16:49+0000,35313373389_10155465236848390,2247,https://www.facebook.com/sonymobile/videos/10155465236848390/,"You’ll always be a hit with Super slow motion.

Check out how #Xperia XZ Premium puts moments like these at your fingertips: http://bit.ly/FB-XZPremiumCampaign9",36,video
9,52,2017-06-25T08:45:02+0000,35313373389_10155464205143390,5286,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155464205143390/?type=3,Effortlessly switch from protective cover to stylish stand with Xperia XA1 Ultra Style Cover Stand. http://bit.ly/FB-XA1UltraStyleCoverStand,61,photo
10,37,2017-06-24T13:32:02+0000,35313373389_10155461362913390,5534,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155461362913390/?type=3,"Add balance to your snaps, just use the rule of thirds. Find out more with tips from Xperia: http://bit.ly/-FB-Xperia-People-Photography",56,photo
11,121,2017-06-23T10:34:08+0000,35313373389_10155457433193390,4872,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155457433193390/?type=3,Turn any surface into a 23” HD touchscreen with Xperia Touch – now available in select European markets. Learn more about the device that went from imagination to reality in just over a year: http://bit.ly/FB-PRXperiaTouch,354,photo
12,40,2017-06-22T08:26:43+0000,35313373389_10155454009223390,3615,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155454009223390/?type=3,"A display that bursts with colour and contrast.  Discover immaculate detail in 4K HDR, only on #Xperia XZ Premium: http://bit.ly/FB-XZPremiumCampaign10",36,photo
13,110,2017-06-21T14:03:01+0000,35313373389_10155451103908390,9472,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155451103908390/?type=3,You need a battery that can keep up with you - get hours of power in minutes with Xperia XZs and Qualcomm® Quick ChargeTM 3.0 with the UCH12W charger. http://bit.ly/FB-XperiaXZs-Qualcomm,160,photo
14,218,2017-06-21T09:13:21+0000,35313373389_10155450560423390,13283,https://www.facebook.com/sonymobile/photos/a.118653383389.98058.35313373389/10155450560423390/?type=3,"It looks amazing here, but trust us – it’s even better in your hands.
Open Xperia Lounge for a chance to win the new Xperia XZ Premium: http://bit.ly/XL-FBXZPremiumComp",292,photo
15,34,2017-06-20T12:39:32+0000,35313373389_10155447619448390,3313,https://www.facebook.com/sonymobile/videos/10155447619448390/,"It’s time to put #Xperia XZ Premium to the test again. How breathtaking is its 4K HDR display?

See for yourself: http://bit.ly/FB-XZPremiumCampaign8",134,video
