,comments,created_time,id,likes,link,message,shares,type
0,36,2016-04-18T17:36:02+0000,617257335018572_1016408305103471,287,https://www.facebook.com/LenovoSmartphone/photos/a.627854520625520.1073741828.617257335018572/1016408305103471/?type=3,Surround yourself with crystal clear Dolby Atmos sound with the K5 Plus’ powerful speakers.,5,photo
1,20,2016-04-12T17:29:02+0000,617257335018572_1012641118813523,260,https://www.facebook.com/LenovoSmartphone/photos/a.627854520625520.1073741828.617257335018572/1012641118813523/?type=3,Virtual reality comes roaring to life with 360 degree audio.,4,photo
2,22,2016-04-05T20:56:48+0000,617257335018572_1008226315921670,160,https://www.facebook.com/LenovoSmartphone/photos/a.627854520625520.1073741828.617257335018572/1008226315921670/?type=3,Capture all the nocturnal action with K5 Plus’ dazzling LED flash.,5,photo
