,comments,created_time,id,likes,link,message,shares,type
0,45,2017-06-30T15:00:40+0000,101063233083_10156954616343084,1752,https://www.facebook.com/HTC/videos/10156954616343084/,The Solar Red HTC U11 brings sunset vibes like you've never seen before. ☀️,96,video
1,162,2017-06-30T14:41:02+0000,101063233083_10156954532273084,2104,http://www.antutu.com/en/doc/110020.htm,Results that speak for themselves. We know a thing or two about performance.,175,link
2,69,2017-06-29T18:30:06+0000,101063233083_10156950858868084,1898,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156950858868084/?type=3,We heard you like the Solar Red HTC U11. We'll just leave this right here.,30,photo
3,23,2017-06-28T20:31:01+0000,101063233083_10156946777308084,1057,https://www.facebook.com/HTC/videos/10156946777308084/,Edge Sense on the HTC U11 has so many possibilities when you start adding your favorite apps. What's your go to?,22,video
4,9,2017-06-28T18:16:31+0000,101063233083_10156946207558084,1174,https://www.facebook.com/HTC/videos/10156946207558084/,Edge Sense on the HTC U11 has so many possibilities when you start adding your favorite apps. What's your go to?,28,video
5,47,2017-06-28T01:00:01+0000,101063233083_10156942035443084,2150,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156942035443084/?type=3,"Blue is bold. With the Sapphire Blue HTC U11, you're phone won't be confused with the ordinary.",34,photo
6,30,2017-06-26T06:01:01+0000,101063233083_10156934819568084,1439,https://www.facebook.com/HTC/videos/10156934819568084/,"The beautifully reflective Amazing Silver is truly captivating. Inspired by the playfulness of light as it hits the rippled surface of the sea, the new HTC color has depth like you have never seen before.",48,video
7,21,2017-06-26T00:00:13+0000,101063233083_10156933871278084,1464,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156933871278084/?type=3,Great moments won't wait for perfect lighting. Capture better photos even in low light situations with the HTC U11. #ShotonHTC,27,photo
8,29,2017-06-25T06:00:51+0000,101063233083_10156930856718084,1544,https://www.facebook.com/HTC/videos/10156930856718084/,Ice White brings a level of class and sophistication to your phone. The white shimmers with flecks of gold and shades of rose as it moves in the light. It’s like having a phone covered in pearls. #HTCU11,39,video
9,57,2017-06-24T21:00:12+0000,101063233083_10156929407798084,2587,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156929407798084/?type=3,Grabbing some couch time this weekend with the newest member of the family. #HTCU11,61,photo
10,28,2017-06-24T06:00:34+0000,101063233083_10156927196343084,1725,https://www.facebook.com/HTC/videos/10156927196343084/,The Brilliant Black is like staring into a mysterious night sky with deep shades of green and purple. The impeccable quality and beautiful reflective surface give this color a truly premium feel.,55,video
11,81,2017-06-23T17:05:12+0000,101063233083_10156924878428084,1782,https://www.facebook.com/HTC/videos/10156924878428084/,We're continuing to expand what Edge Sense on the HTC U11 is capable of — take an early look at what's on the roadmap.,133,video
12,19,2017-06-23T09:08:43+0000,101063233083_10156923579193084,1284,https://www.facebook.com/HTC/videos/10156923579193084/,The opulence of Sapphire Blue is sure to impress. This stand-out color shines brilliantly in the light and has tones of rich blues and purples inspired by a decadent sapphire gemstone.,37,video
13,50,2017-06-23T03:05:12+0000,101063233083_10156922824178084,2444,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156922824178084/?type=3,"With the Solar Red HTC U11, don't be surprised when you get a bit more attention.",57,photo
14,15,2017-06-22T20:12:11+0000,101063233083_10156921583968084,896,https://www.facebook.com/HTC/videos/10156921583968084/,Our final Meet U event brought us to Los Angeles where fans got a look at the HTC U11 on the eve of it's release. Can you feel their excitement?,30,video
15,48,2017-06-22T01:00:00+0000,101063233083_10156915850223084,1782,https://www.facebook.com/HTC/videos/10156915850223084/,Solar Red embodies the strength and majesty of the sun. The deep reds change in the light and transform to shimmering golds and yellows. A color like this can only be made in the heavens. #HTCU11,65,video
16,23,2017-06-21T17:00:32+0000,101063233083_10156916365438084,1713,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156916365438084/?type=3,Solar Red HTC U11 — a different shade in every light.,32,photo
17,86,2017-06-20T15:30:12+0000,101063233083_10156911121343084,2293,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156911121343084/?type=3,"You want it, you got it! The Solar Red HTC U11 will now be coming to more countries around the globe!",68,photo
18,34,2017-06-19T14:00:09+0000,101063233083_10156906238743084,1341,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156906238743084/?type=3,A color that’s never been more eye-popping. Just one more day… #HTCU11,36,photo
19,56,2017-06-18T20:00:06+0000,101063233083_10156902821043084,2847,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156902821043084/?type=3,Amazing Silver for even more amazing dads. Wishing all of you proud papas out there a very Happy Father's Day.,74,photo
20,31,2017-06-18T14:00:10+0000,101063233083_10156901168473084,1366,https://www.facebook.com/HTC/photos/a.477210308083.252809.101063233083/10156901168473084/?type=3,We’ve heard you and your wait is almost over… #HTCU11,23,photo
