,sentiment,occurences,sentimentsSummary,sentimentEdges,score
IR blaster,"[-0.5, 0.0]",2,[-0.375 -0.25  -0.125],-0.375,0.7256567210598253
Navigation keys,"[-0.35714285714285715, -0.7142857142857143]",2,[-0.625  -0.5357 -0.4464],-0.625,0.7113635409919015
front fps,"[0.3125, 0.1875]",2,[0.2188 0.25   0.2812],0.28125,0.8032056259063458
little bit,"[0.3625, 0.23273809523809522, 0.2708333333333333]",3,[0.2518 0.2708 0.3167],0.31666666666666665,1.2733213669389565
notification dots,"[0.25, 0.0]",2,[0.0625 0.125  0.1875],0.1875,0.87888182851643
optical image stabilization,"[0.0, 0.5625]",2,[0.1406 0.2812 0.4219],0.421875,0.8303133793223192
price,"[0.0, 0.4166666666666667, 0.0]",3,[0.     0.     0.2083],0.20833333333333334,0.8484225792745048
sense,"[0.0, 0.5]",2,[0.125 0.25  0.375],0.375,0.6114620314382921
was wondering,"[0.29333333333333333, 0.25]",2,[0.2608 0.2717 0.2825],0.2825,0.8650987377075682
