,sentiment,occurences,sentimentsSummary,sentimentEdges,score
0 brightness,"[0.0, 0.12333333333333334, 0.5]",3,[0.0617 0.1233 0.3117],0.31166666666666665,0.7790568663772367
000 songs,"[0.0, 0.0, 0.26666666666666666, 0.26666666666666666, 0.0]",5,[0.     0.     0.2667],0.26666666666666666,0.9945285720665455
1 GB,"[0.20000000000000004, 0.0, -0.0625]",3,[-0.0312  0.      0.1   ],0.10000000000000002,0.8575555115685283
1 amp,"[0.0, 0.0, -0.3, -0.30000000000000004]",4,[-0.3  -0.15  0.  ],-0.3,0.9217937394126332
1 finger scroll,"[-0.3277777777777778, -0.3277777777777778]",2,[-0.3278 -0.3278 -0.3278],-0.3277777777777778,0.7164327753275352
1 gb,"[-0.6999999999999998, -0.6999999999999998, 0.25]",3,[-0.7   -0.7   -0.225],-0.6999999999999998,0.8575555115685283
1-Cache partition wipe,"[0.75, 0.75]",2,[0.75 0.75 0.75],0.75,0.725100182500983
1.5A Brandname charger,"[0.029999999999999992, 0.029999999999999992, 0.029999999999999992, 0.029999999999999992]",4,[0.03 0.03 0.03],0.029999999999999992,0.97026294270048
10 feet,"[0.8, 0.075, -0.5208333333333333, -0.2333333333333333]",4,[-0.3052 -0.0792  0.2562],-0.3052083333333333,0.9022368440094164
10 mb,"[-0.2, 0.2722222222222222, 0.0]",3,[-0.1     0.      0.1361],0.1361111111111111,0.7824982313329131
10 mins,"[0.0, -0.25, 0.0, 0.26666666666666666, 0.25]",5,[0.   0.   0.25],0.25,0.9543884783488673
10 pm,"[0.0, 0.05727272727272727, 0.0, -0.25]",4,[-0.0625  0.      0.0143],-0.0625,1.0525757459481149
10 using Tapatalk 4,"[0.3271428571428571, 0.0, 0.5, 0.0]",4,[0.     0.1636 0.3704],0.37035714285714283,1.2196042114929184
100 apps,"[0.0, -0.16666666666666666]",2,[-0.125  -0.0833 -0.0417],-0.125,0.6103506053928607
100 percent,"[0.0, 0.4375, 0.5, 0.0, 0.0, -0.15555555555555559, 0.5, 0.0, 0.0, 0.0]",10,[0.     0.     0.3281],0.328125,1.7627536503723413
1080p display,"[0.5, 0.0, 0.0]",3,[0.   0.   0.25],0.25,0.6158474389937951
11:49 AM,"[-0.1, 0.0]",2,[-0.075 -0.05  -0.025],-0.07500000000000001,0.6812153226543536
15 min,"[0.06818181818181818, 0.0, 0.5]",3,[0.0341 0.0682 0.2841],0.28409090909090906,0.8338067744123265
1520 using Tapatalk,"[0.0, 0.0, 0.0, -0.16666666666666666, 0.25, -0.0625]",6,[-0.0469  0.      0.    ],-0.046875,1.576315576215394
16 GB,"[0.2, 0.0, 0.0, 0.252987012987013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4166666666666667, 0.0, 1.0, 0.4055555555555556, 0.0, -0.45, -0.041666666666666664, -0.25, -0.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21454545454545454, 0.4, 0.16666666666666666, 0.08333333333333333, 0.4, 0.0, 0.0, 0.3, 0.03333333333333333, -0.15, 0.0, 0.0]",37,[0.     0.     0.1667],0.16666666666666666,2.8186127078222136
16 GB model,"[-0.10999999999999999, 0.05555555555555555]",2,[-0.0686 -0.0272  0.0142],-0.0686111111111111,0.7854909772278816
16 GB version,"[0.0, 0.2, 0.20416666666666666, 0.4166666666666667, 0.0, -0.19999999999999998, -0.19999999999999998]",7,[-0.1     0.      0.2021],0.20208333333333334,2.1899711752405517
16 gb,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.275, 0.0, 0.0, 0.125, 0.0, 0.16, 0.10666666666666666, 0.17777777777777778, 0.8, 0.0]",19,[0.     0.     0.1425],0.14250000000000002,2.2983721382932747
16 gb phones,"[-0.08333333333333333, 0.10000000000000002]",2,[-0.0375  0.0083  0.0542],0.05416666666666668,0.8592713998572813
199 top tier,"[0.48333333333333334, 0.48333333333333334]",2,[0.4833 0.4833 0.4833],0.48333333333333334,0.741564693512924
2 amp charger,"[0.0, -0.75]",2,[-0.5625 -0.375  -0.1875],-0.5625,0.7517054238674286
2 amps,"[0.0, 0.5, 0.5, -0.05, 0.1, 0.7, 0.0, -0.15000000000000002]",8,[-0.0125  0.05    0.5   ],0.5,1.305754398351712
2 bars,"[0.11190476190476188, 0.0, 0.0]",3,[0.    0.    0.056],0.05595238095238094,0.6339428235528977
2 cents,"[0.0, 0.0, -0.19999999999999993, 0.0, -0.11111111111111109, 0.0]",6,[-0.0833  0.      0.    ],-0.08333333333333331,1.1839089977357884
2 gb,"[0.2, 0.22000000000000003, 0.048148148148148134]",3,[0.1241 0.2    0.21  ],0.21000000000000002,0.8575555115685283
2 headphones,"[0.0, 0.0, -0.0625]",3,[-0.0312  0.      0.    ],-0.03125,0.950028700392088
2.0A Dual Port Car Charger,"[0.25, 0.25]",2,[0.25 0.25 0.25],0.25,0.9900028092104952
20 hrs,"[-0.16666666666666666, 0.27083333333333337, 0.5299999999999999]",3,[0.0521 0.2708 0.4004],0.40041666666666664,0.7598497650227735
20 mins,"[0.46249999999999997, 0.11249999999999999, 0.0, -0.2, -0.03518518518518521]",5,[-0.0352  0.      0.1125],0.11249999999999999,0.9543884783488673
24 bit,"[0.0, 0.6]",2,[0.15 0.3  0.45],0.44999999999999996,0.6508794473304713
24 bit depth,"[0.0, 0.5]",2,[0.125 0.25  0.375],0.375,0.7868980994628735
24 hrs,"[0.10166666666666666, 0.0, 0.05, 0.7, 0.0]",5,[0.     0.05   0.1017],0.10166666666666666,1.113159785482102
2600 mAh battery,"[0.0, -0.041666666666666664]",2,[-0.0312 -0.0208 -0.0104],-0.03125,0.8656319968245754
26A update,"[0.025, 0.25]",2,[0.0812 0.1375 0.1938],0.19375,0.6429940700581986
2A charger,"[-0.30000000000000004, 0.0, 0.0]",3,[-0.15  0.    0.  ],-0.15000000000000002,0.7689151900098105
3 G network,"[0.16666666666666666, 0.4166666666666667, 0.1]",3,[0.1333 0.1667 0.2917],0.2916666666666667,0.6898972289701053
3 apps,"[0.0, 0.125, 0.4]",3,[0.0625 0.125  0.2625],0.2625,0.9673828218401401
3 dots,"[0.0, 0.39285714285714285, 0.0]",3,[0.     0.     0.1964],0.19642857142857142,0.8022904327633708
3 email accounts,"[0.0, 0.5]",2,[0.125 0.25  0.375],0.375,0.773837781083313
3 gb,"[-0.05, 0.2, 0.0, 0.0]",4,[-0.0125  0.      0.05  ],0.05,1.0821145751755532
