,sentiment,occurences,sentimentsSummary,sentimentEdges,score
1080p display,"[1.0, 0.25, 0.0, 0.6, 0.10416666666666667, 0.7]",6,[0.1406 0.425  0.675 ],0.6749999999999999,1.0044039119157633
128 GB,"[0.16666666666666666, 0.0, 0.325, 0.0, 0.0, 0.06818181818181818, 0.0, 0.0]",8,[0.     0.     0.0928],0.0928030303030303,1.6231718627633298
128 GB model,"[0.4666666666666666, 0.2777777777777778]",2,[0.325  0.3722 0.4194],0.4194444444444444,0.7854909772278816
128 GB storage,"[0.1, 0.0, 0.16666666666666666, 0.5]",4,[0.075  0.1333 0.25  ],0.25,1.5469956842540828
128 GB today,"[0.0, -0.6499999999999999]",2,[-0.4875 -0.325  -0.1625],-0.48749999999999993,0.7850129449417359
128 GB version,"[0.5, 0.4, 0.6, -0.05, 0.16666666666666666]",5,[0.1667 0.4    0.5   ],0.5,1.8112977304122269
128 gb,"[0.0, 0.0, 0.0, 0.8, 0.0, 0.37857142857142856, 0.5, 0.4, 0.0, 0.5]",10,[0.     0.1893 0.475 ],0.475,1.7973534045813868
1st October security patch,"[-0.06666666666666667, -0.06666666666666667]",2,[-0.0667 -0.0667 -0.0667],-0.06666666666666667,1.1174526244907825
20 mins,"[0.0, 0.1392857142857143, 0.1392857142857143, 0.1392857142857143, 0.0]",5,[0.     0.1393 0.1393],0.1392857142857143,0.9543884783488673
2016 flagship,"[0.0, 0.0, -0.2, -0.13181818181818183]",4,[-0.1489 -0.0659  0.    ],-0.14886363636363636,0.8339041219045923
30 min,"[0.0, 0.0, 0.375]",3,[0.     0.     0.1875],0.1875,0.8338067744123265
30 mins,"[-0.07537878787878788, -0.07537878787878788, -0.07537878787878788, 0.25, 0.0]",5,[-0.0754 -0.0754  0.    ],-0.07537878787878788,0.9543884783488673
32 gb,"[-0.16666666666666666, 0.5, 0.22222222222222224, 0.0]",4,[-0.0417  0.1111  0.2917],0.2916666666666667,1.0821145751755532
3400mAh battery,"[0.0, 0.24375]",2,[0.0609 0.1219 0.1828],0.1828125,0.6625813755464813
3rd party,"[0.0, -0.15625, 0.25, -0.05]",4,[-0.0766 -0.025   0.0625],-0.0765625,0.6917017696990582
3rd party app,"[0.19642857142857142, 0.0]",2,[0.0491 0.0982 0.1473],0.14732142857142858,0.8516478667545032
3rd party apps,"[0.0, 0.34285714285714286]",2,[0.0857 0.1714 0.2571],0.2571428571428571,0.7750514100933567
5 hrs,"[0.0, 0.0, 0.25]",3,[0.    0.    0.125],0.125,0.7598497650227735
5.5 inch screen,"[0.07750000000000001, 0.6, 0.07000000000000002]",3,[0.0738 0.0775 0.3388],0.33875,0.6467263787225664
"5.5"" form factor","[-0.225, 0.10714285714285714]",2,[-0.142  -0.0589  0.0241],-0.14196428571428574,0.7409002857555613
5.5-inch FHD display,"[-0.15, 0.0]",2,[-0.1125 -0.075  -0.0375],-0.11249999999999999,0.6652630206391337
6 GB,"[0.5333333333333333, 0.375, 0.45000000000000007, 0.4777777777777778]",4,[0.4312 0.4639 0.4917],0.4916666666666667,1.0821145751755532
6 GB RAM,"[0.35, -0.07537878787878788, 0.0, -0.07537878787878788, 0.0, -0.07537878787878788, 0.0, 0.0, 0.0, 1.0, 0.0]",11,[-0.0377  0.      0.    ],-0.03768939393939394,1.871750688175288
6 gb,"[0.8, 0.29333333333333333, 0.16, 0.4, 0.05, 0.25, 0.0]",7,[0.105  0.25   0.3467],0.3466666666666667,1.5189398394246814
64 GB,"[0.4166666666666667, 0.4666666666666666, 0.0, -0.5, 0.0, 0.0, -0.15, 0.25]",8,[-0.0375  0.      0.2917],0.2916666666666667,1.6231718627633298
64 GB SD card,"[0.2777777777777778, 0.0, 0.0]",3,[0.     0.     0.1389],0.1388888888888889,1.5752261410255577
64 GB storage,"[0.3333333333333333, 0.0]",2,[0.0833 0.1667 0.25  ],0.25,0.7734978421270414
64 GB version,"[0.0, 0.7, 0.5]",3,[0.25 0.5  0.6 ],0.6,1.2364030508377926
64 gb,"[0.0, 0.3416666666666667, 0.0, 0.22222222222222224, 0.1, 0.0]",6,[0.     0.05   0.1917],0.19166666666666668,1.3986127991563049
8 am,"[-0.16666666666666666, 0.175, 0.0, 0.0, 0.19999999999999998]",5,[0.    0.    0.175],0.175,1.5817329963389029
821 processor,"[0.5714285714285715, 0.0, 0.07878787878787878, 0.5]",4,[0.0591 0.2894 0.5179],0.5178571428571429,0.8338255044783587
APN settings,"[0.0, -0.11666666666666665]",2,[-0.0875 -0.0583 -0.0292],-0.0875,0.7935033488734555
ATT,"[0.7, 0.5, 0.2, 0.0, 0.0, -0.3125, 0.0]",7,[0.   0.   0.35],0.35,1.4958305541279715
Audio capabilities,"[0.5, 0.5]",2,[0.5 0.5 0.5],0.5,0.7384181624179867
Audio quality,"[0.475, 0.8, 0.45, -0.9099999999999998, -0.9099999999999998]",5,[-0.91   0.45   0.475],-0.9099999999999998,1.5123228927825358
Auto mode,"[-0.4, 1.0]",2,[-0.05  0.3   0.65],0.65,0.652466491372641
Auto-update apps,"[0.325, 0.25]",2,[0.2688 0.2875 0.3062],0.30625,0.6103506053928607
Battery,"[0.625, 0.0]",2,[0.1562 0.3125 0.4688],0.46875,0.6625813755464813
Battery life,"[0.0, 0.9099999999999999, 0.5, 0.06666666666666665, -1.0, 0.0, 0.16666666666666666, 0.0, 0.7, -0.024999999999999994, 0.8, 0.4166666666666667, 0.7, 0.45, 0.25, 0.5833333333333334, 0.2333333333333333, 0.45, 0.6000000000000001, 0.0, 0.033333333333333326, 0.0, 0.5, 0.7, 0.0, 0.0]",26,[0.     0.2417 0.5625],0.5625,3.11442381411924
Battery size,"[0.0, -0.5, -0.0625]",3,[-0.2812 -0.0625 -0.0312],-0.28125,1.2920875698828957
Beta,"[0.0, 0.0, -0.05]",3,[-0.025  0.     0.   ],-0.025,0.809194379143582
Beta builds,"[0.0, 0.0, 0.5, 0.49, 0.0]",5,[0.   0.   0.49],0.49,1.671533217888357
Beta testers,"[-0.1, -0.1]",2,[-0.1 -0.1 -0.1],-0.1,0.6668429253342393
Bottom line,"[0.0, 0.2, 0.3888888888888889]",3,[0.1    0.2    0.2944],0.29444444444444445,1.1438798935743608
Call quality,"[1.0, 0.8, 0.8]",3,[0.8 0.8 0.9],0.9,1.115706910829959
Cheers,"[0.0, 0.0, 0.7, 0.0, 0.25, 0.0, 0.0]",7,[0.    0.    0.125],0.125,1.4073115651459773
Chinese company,"[0.0, 0.016666666666666673]",2,[0.0042 0.0083 0.0125],0.012500000000000004,0.6597321755933019
Chinese junk,"[0.0, -0.15625]",2,[-0.1172 -0.0781 -0.0391],-0.1171875,0.6921401457840216
Customer service,"[0.1, 0.4375]",2,[0.1844 0.2688 0.3531],0.353125,0.8058337150350469
Dash charging,"[0.8, 0.5, 0.6000000000000001, -0.29999999999999993, 0.0]",5,[0.  0.5 0.6],0.6000000000000001,1.0101022697543918
Developer options,"[0.14285714285714285, 0.025]",2,[0.0545 0.0839 0.1134],0.11339285714285714,0.6681655314992514
Did anyone,"[0.16666666666666666, 0.0]",2,[0.0417 0.0833 0.125 ],0.125,0.6121411592414687
FDR,"[0.5, 0.13333333333333333, 0.0, 0.0, 0.0, 0.4166666666666667]",6,[0.     0.0667 0.3458],0.3458333333333333,1.242947810115009
First thing,"[0.18333333333333335, 0.425, 0.5375]",3,[0.3042 0.425  0.4812],0.48124999999999996,0.7602208445337414
Full Coverage,"[0.35, 0.35, 0.35]",3,[0.35 0.35 0.35],0.35,1.1382880422861557
GPe program,"[0.4333333333333333, 0.0, -0.16666666666666666, 0.0]",4,[-0.0417  0.      0.1083],0.10833333333333332,1.383080626877457
