,sentiment,occurences,sentimentsSummary,sentimentEdges,score
anything,"[0.0, 0.5]",2,[0.125 0.25  0.375],0.375,0.6363768525962907
apps,"[0.0, 0.25, 0.0]",3,[0.    0.    0.125],0.125,0.9673828218401401
back button,"[-0.005714285714285716, 0.0]",2,[-0.0043 -0.0029 -0.0014],-0.004285714285714287,0.933221294104104
battery,"[0.0, -0.5, 0.0, 0.0]",4,[-0.125  0.     0.   ],-0.125,1.3251627510929627
battery life,"[0.3125, 0.38571428571428573, 0.4166666666666667, 0.9099999999999999, 0.4, 0.08333333333333333, 0.5, 0.4, 0.4, 0.35, 0.1, 0.0, 0.0]",13,[0.1    0.3857 0.4   ],0.4,2.4518424385727586
battery saver,"[-0.25, 0.0, 0.5]",3,[-0.125  0.     0.25 ],0.25,1.3854903225184958
blue tint,"[0.25, 0.0, 0.07708333333333332, 0.0]",4,[0.     0.0385 0.1203],0.12031249999999999,1.535881833028341
case,"[0.0, 0.15, 0.0, 0.0, 0.7]",5,[0.   0.   0.15],0.15,1.5750859379908155
choppy scrolling,"[-0.2, -0.2]",2,[-0.2 -0.2 -0.2],-0.2,0.688690389867193
day,"[0.36, 0.0, 0.0, 0.5, 0.0]",5,[0.   0.   0.36],0.36,1.4016267835863911
default settings,"[0.5, 0.0]",2,[0.125 0.25  0.375],0.375,0.7809021190956662
display,"[0.0, 0.21666666666666667, 0.2]",3,[0.1    0.2    0.2083],0.20833333333333334,0.6158474389937951
display settings,"[0.18333333333333338, 0.7]",2,[0.3125 0.4417 0.5708],0.5708333333333333,0.7574632654840725
exynos version,"[0.0, 0.2565656565656566, 0.1, 0.0, 0.0, 0.5, 0.4, -0.1875]",8,[0.     0.05   0.2924],0.2924242424242425,1.33336127482564
facebook app,"[-0.3, -0.015000000000000003]",2,[-0.2288 -0.1575 -0.0862],-0.22874999999999998,0.9067490902237435
factory reset,"[0.13636363636363635, 0.1]",2,[0.1091 0.1182 0.1273],0.12727272727272726,0.710273734555309
fast charge,"[0.2, 0.2, 0.21666666666666667]",3,[0.2    0.2    0.2083],0.20833333333333334,1.2146570128894993
fast charging,"[0.23, 0.2333333333333333, 0.25, 0.08333333333333333]",4,[0.1933 0.2317 0.2375],0.2375,1.5493160036041178
few days,"[-0.25, 0.12666666666666665, -0.2, -0.2, -0.2, -0.2]",6,[-0.2 -0.2 -0.2],-0.2,1.9375974834913987
